,Ring(34),"Erdos_Renyi(34,78)",Star(34),Karate
1,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
2,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
3,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
4,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
5,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
6,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
7,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
8,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
9,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
10,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
11,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
12,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
13,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
14,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
15,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
16,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
17,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
18,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
19,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
20,0.0014793872833251953,0.004011726379394532,0.004159021377563477,0.003935623168945313
