,Ring(34),"Erdos_Renyi(34,78)",Star(34),Karate
1,6.814002990722657e-05,8.692741394042969e-05,6.694793701171875e-05,8.311271667480469e-05
2,0.00014553070068359374,0.00016994476318359374,0.0001483440399169922,0.00017309188842773438
3,0.00020966529846191406,0.00047931671142578127,0.00025682449340820314,0.00023894309997558595
4,0.0002935886383056641,0.0003277301788330078,0.0011845111846923828,0.001291942596435547
5,0.00037522315979003905,0.0003867149353027344,0.0008759021759033204,0.0004872322082519531
6,0.0004565715789794922,0.0005002021789550781,0.0005647182464599609,0.0013571739196777343
7,0.0010101795196533203,0.0005704879760742188,0.0007503509521484375,0.0005774497985839844
8,0.0006366252899169921,0.0006354331970214843,0.0007691860198974609,0.0014118194580078126
9,0.0011748313903808595,0.0007377147674560546,0.0008338451385498047,0.0007654666900634765
10,0.001750802993774414,0.0007962226867675781,0.0009754657745361328,0.0008270263671875
11,0.0016528129577636718,0.0013464927673339845,0.001039600372314453,0.0008886337280273437
12,0.0009176254272460938,0.0013504981994628905,0.0011410713195800781,0.0009519577026367188
13,0.00104217529296875,0.0010675430297851563,0.0012060642242431641,0.001058816909790039
14,0.001133108139038086,0.0011375904083251952,0.0013751506805419922,0.0011234283447265625
15,0.0011846065521240235,0.0011860847473144532,0.0014687061309814453,0.001226329803466797
16,0.0012242794036865234,0.001284313201904297,0.0019789695739746093,0.001264476776123047
17,0.0013706207275390625,0.0013984203338623046,0.0016736030578613282,0.0013625144958496094
18,0.0014430522918701173,0.002106189727783203,0.0017617702484130859,0.0014838218688964845
19,0.003583955764770508,0.0015110492706298829,0.0018097877502441407,0.00154876708984375
20,0.001566028594970703,0.0015460968017578125,0.002051258087158203,0.00157012939453125
